x, y
-1.819672292022039, -0.0025348490560879178
-1.7213114091673947, -0.1520912557710128
-1.524589643458107, -0.28390369677862703
-1.1147543633304182, -0.40811153483123785
-0.6557380645198541, -0.5145753960191897
-0.08196682512331677, -0.661596931363331
0.13114784380619016, -0.7553865807428879
0.2950814940528237, -0.8795944634248909
0.3770494736872485, -1.0570342320714776
0.4, -1.214195208269362
0.4, -1.3561470231866313
0.4, -1.4955639778904652
0.4, -1.7287705819738557
0.4, -1.9949302795731283
